# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Reference populations and intensities from the OH population model for lines
# with HITRAN2020 data (intensities consistent with pmd_reflineint_mol.dat)
# 
# Column names:
# lam: vacuum wavelength in µm (HITRAN2020)
# ID: 13 characters describing upper and lower states (HITRAN2020)
#     (see pmd_reflineint_mol.dat for details)
# vi: vibrational level of upper state
# Fi: electronic substate of upper state (1 or 2)
# Ni: rotational level of upper state
# pi: parity of upper state (e or f)
# Ei: energy of upper state in 1/cm (HITRAN2020)
# Aij: Einstein-A coefficient in 1/s (HITRAN2020)
# Aijc: corrected Einstein-A coefficient in 1/s (see pmd_corrA_Ohbands.dat
#       for branch and band corrections and noll+20 for Lambda doublets)
# gi: statistical weight (HITRAN2020)
# y: natural logarithm of population (exp(y) in Rs)
# I: reference intensity in R (based on product of exp(y), Aijc, and gi)
# 
# References:
# HITRAN2020: https://doi.org/10.1016/j.jqsrt.2021.107949
# noll+20: https://doi.org/10.5194/acp-20-5269-2020
# 
      lam             ID  vi  Fi  Ni  pi         Ei        Aij       Aijc   gi        y          I 
 0.467436  OHXXX2QP2101e  10   2   1   e  28364.626  4.526e-06  4.654e-06    4   -4.738  1.630e-07 
 0.467588  OHXXX2RQ2104f  10   2   4   f  28545.133  1.275e-07  5.541e-08   16   -5.634  3.169e-09 
 0.467598  OHXXX2RQ2104e  10   2   4   e  28545.059  1.097e-07  5.541e-08   16   -5.633  3.171e-09 
 0.467661  OHXXX2SR2109e  10   2   9   e  29304.989  1.608e-07  1.261e-07   36   -9.405  3.739e-10 
 0.467722  OHXXX2SR2109f  10   2   9   f  29304.290  1.711e-07  1.261e-07   36   -9.399  3.759e-10 
 0.467776  OHXX70RR2210f   7   2  10   f  23071.057  8.273e-05  6.081e-05   40   -3.049  1.153e-04 
 0.467783  OHXX70RR2210e   7   2  10   e  23072.354  8.268e-05  6.081e-05   40   -3.059  1.142e-04 
 0.467868  OHXX70RR1110e   7   1  10   e  23024.358  8.062e-05  5.925e-05   44   -3.013  1.281e-04 
 0.467890  OHXX70RR1110f   7   1  10   f  23027.159  8.056e-05  5.925e-05   44   -3.034  1.254e-04 
 0.467893  OHXX70QR1204f   7   1   4   f  21801.881  2.244e-07  1.980e-07   20    0.482  6.412e-06 
 0.467898  OHXX70QR1204e   7   1   4   e  21801.438  2.258e-07  1.980e-07   20    0.485  6.434e-06 
 0.467963  OHXX80PQ1218e   8   1  18   e  28171.034  5.266e-07  3.328e-09   76   -8.734  4.075e-11 
 0.468029  OHXX80PQ1218f   8   1  18   f  28177.890  5.459e-07  8.938e-09   76   -8.785  1.039e-10 
 0.468237  OHXX70SR2116e   7   2  16   e  25167.408  1.011e-07  5.994e-08   64   -4.421  4.611e-08 
 0.468286  OHXX70PP2203f   7   2   3   f  21783.924  4.164e-04  4.597e-04   12    0.610  1.015e-02 
 0.468287  OHXX70PP2203e   7   2   3   e  21783.727  4.163e-04  4.597e-04   12    0.611  1.017e-02 
 0.468345  OHXXX2QP2102e  10   2   2   e  28400.900  7.137e-06  7.530e-06    8   -4.918  4.406e-07 
 0.468347  OHXXX2QP2102f  10   2   2   f  28400.996  6.932e-06  7.530e-06    8   -4.919  4.402e-07 
 0.468350  OHXXX2RQ2105f  10   2   5   f  28652.251  2.115e-07  7.305e-08   20   -6.165  3.070e-09 
 0.468365  OHXXX2RQ2105e  10   2   5   e  28652.251  1.867e-07  7.305e-08   20   -6.165  3.070e-09 
 0.468405  OHXX70QQ2206e   7   2   6   e  22173.560  7.418e-06  2.110e-06   24   -1.738  8.910e-06 
 0.468412  OHXX70PQ1201f   7   1   1   f  21536.230  7.810e-06  7.479e-06    8    2.426  6.772e-04 
 0.468414  OHXX70QQ2206f   7   2   6   f  22173.456  7.389e-06  2.110e-06   24   -1.737  8.917e-06 
 0.468418  OHXX70PQ1201e   7   1   1   e  21536.202  7.691e-06  7.479e-06    8    2.427  6.774e-04 
 0.468434  OHXX91OP1209f   9   1   9   f  27275.653  7.731e-06  9.521e-06   40   -3.920  7.555e-06 
 0.468499  OHXX70RQ2111f   7   2  11   f  23359.805  8.430e-08  7.795e-09   44   -3.236  1.349e-08 
 0.468514  OHXX70SR2116f   7   2  16   f  25163.178  1.067e-07  6.765e-08   64   -4.389  5.374e-08 
 0.468532  OHXX91OP1209e   9   1   9   e  27273.879  7.930e-06  1.144e-05   40   -3.907  9.200e-06 
 0.468563  OHXX70RQ2111e   7   2  11   e  23361.513  1.009e-07  7.795e-09   44   -3.249  1.332e-08 
 0.468596  OHXX70QQ1106f   7   1   6   f  22107.822  2.057e-05  6.471e-06   28   -1.434  4.316e-05 
 0.468657  OHXX70QQ1106e   7   1   6   e  22106.795  2.063e-05  5.277e-06   28   -1.427  3.548e-05 
 0.468741  OHXX70QR1205f   7   1   5   f  21941.927  5.963e-08  5.072e-08   24   -0.472  7.596e-07 
 0.468757  OHXX70QR1205e   7   1   5   e  21941.221  5.919e-08  5.072e-08   24   -0.466  7.636e-07 
 0.468773  OHXX70PP1103e   7   1   3   e  21687.426  3.835e-04  4.235e-04   16    1.308  2.506e-02 
 0.468783  OHXX70QP2107e   7   2   7   e  22358.608  4.123e-06  4.776e-06   28   -2.330  1.301e-05 
 0.468785  OHXX70PP1103f   7   1   3   f  21687.668  3.836e-04  4.235e-04   16    1.306  2.501e-02 
 0.468842  OHXX70QP2107f   7   2   7   f  22358.283  4.018e-06  5.353e-06   28   -2.328  1.461e-05 
 0.468876  OHXXX2SR2110e  10   2  10   e  29521.743  2.919e-08  2.360e-08   40  -10.481  2.651e-11 
 0.468957  OHXXX2SR2110f  10   2  10   f  29520.784  3.477e-08  2.360e-08   40  -10.473  2.670e-11 
 0.469142  OHXXX2RR1102f  10   1   2   f  28286.911  9.864e-05  9.218e-05   12   -4.353  1.424e-05 
 0.469142  OHXXX2RR1102e  10   1   2   e  28286.848  9.869e-05  9.218e-05   12   -4.352  1.425e-05 
 0.469225  OHXXX2RR1103e  10   1   3   e  28360.851  8.916e-05  8.084e-05   16   -4.719  1.154e-05 
 0.469226  OHXXX2RR1103f  10   1   3   f  28361.001  8.908e-05  8.084e-05   16   -4.720  1.153e-05 
 0.469254  OHXX70PQ1202f   7   1   2   f  21599.180  7.703e-06  5.765e-06   12    1.958  4.902e-04 
 0.469263  OHXX70PQ1202e   7   1   2   e  21599.075  7.544e-06  5.765e-06   12    1.959  4.906e-04 
 0.469329  OHXXX2RQ2106f  10   2   6   f  28782.185  3.142e-07  8.605e-08   24   -6.810  2.278e-09 
 0.469349  OHXXX2RR2203e  10   2   3   e  28461.148  1.232e-04  1.118e-04   12   -5.217  7.274e-06 
 0.469349  OHXX91QP2115e   9   2  15   e  29049.664  4.774e-06  6.176e-06   60  -11.433  4.014e-09 
 0.469350  OHXXX2RQ2106e  10   2   6   e  28782.301  2.831e-07  8.605e-08   24   -6.811  2.276e-09 
 0.469352  OHXXX2RR2203f  10   2   3   f  28461.253  1.232e-04  1.118e-04   12   -5.218  7.268e-06 
 0.469362  OHXX91PP2212f   9   2  12   f  28092.685  9.822e-04  1.650e-03   48   -7.324  5.223e-05 
 0.469363  OHXX70RR2211f   7   2  11   f  23359.805  6.755e-05  4.819e-05   44   -3.236  8.340e-05 
 0.469374  OHXX70RR2211e   7   2  11   e  23361.513  6.750e-05  4.819e-05   44   -3.249  8.232e-05 
 0.469414  OHXX91PP2212e   9   2  12   e  28094.432  9.815e-04  1.237e-03   48   -7.337  3.866e-05 
 0.469431  OHXXX2QP2103e  10   2   3   e  28461.148  9.426e-06  1.022e-05   12   -5.217  6.651e-07 
 0.469437  OHXXX2QP2103f  10   2   3   f  28461.253  9.112e-06  1.022e-05   12   -5.218  6.645e-07 
 0.469438  OHXXX2RR2202e  10   2   2   e  28400.900  1.506e-04  1.407e-04    8   -4.918  8.235e-06 
 0.469439  OHXXX2RR2202f  10   2   2   f  28400.996  1.507e-04  1.407e-04    8   -4.919  8.229e-06 
 0.469457  OHXX70RR1111e   7   1  11   e  23316.269  6.588e-05  4.699e-05   48   -3.202  9.177e-05 
 0.469484  OHXX70RR1111f   7   1  11   f  23319.613  6.583e-05  4.699e-05   48   -3.227  8.948e-05 
 0.469542  OHXXX2RR1104e  10   1   4   e  28456.136  5.940e-05  5.228e-05   20   -5.192  5.815e-06 
 0.469544  OHXXX2RR1104f  10   1   4   f  28456.413  5.931e-05  5.228e-05   20   -5.194  5.803e-06 
 0.469552  OHXXX2RR2204e  10   2   4   e  28545.059  8.012e-05  7.060e-05   16   -5.633  4.040e-06 
 0.469556  OHXXX2RR2204f  10   2   4   f  28545.133  8.019e-05  7.060e-05   16   -5.634  4.038e-06 
 0.469586  OHXX91PP1112e   9   1  12   e  28049.322  9.715e-04  1.631e-03   52   -7.136  6.750e-05 
 0.469612  OHXX91QP2115f   9   2  15   f  29046.716  4.720e-06  9.140e-06   60  -11.411  6.075e-09 
 0.469674  OHXX91PP1112f   9   1  12   f  28052.350  9.709e-04  1.223e-03   52   -7.159  4.947e-05 
 0.469852  OHXX70QR1206f   7   1   6   f  22107.822  1.090e-08  8.828e-09   28   -1.434  5.889e-08 
 0.469881  OHXX70QR1206e   7   1   6   e  22106.795  1.041e-08  8.828e-09   28   -1.427  5.935e-08 
 0.469908  OHXX70QQ2207e   7   2   7   e  22358.608  6.064e-06  1.351e-06   28   -2.330  3.679e-06 
 0.469930  OHXX70QQ2207f   7   2   7   f  22358.283  6.035e-06  1.351e-06   28   -2.328  3.688e-06 
 0.469978  OHXX70PP2204f   7   2   4   f  21885.792  4.349e-04  4.947e-04   16   -0.100  7.164e-03 
 0.469982  OHXX70PP2204e   7   2   4   e  21885.631  4.348e-04  4.947e-04   16   -0.099  7.173e-03 
 0.470013  OHXX91QQ2215e   9   2  15   e  29049.664  1.351e-06  3.773e-08   60  -11.433  2.452e-11 
 0.470041  OHXXX2RR2205e  10   2   5   e  28652.251  4.184e-05  3.581e-05   20   -6.165  1.505e-06 
 0.470045  OHXXX2RR2205f  10   2   5   f  28652.251  4.191e-05  3.581e-05   20   -6.165  1.505e-06 
 0.470085  OHXX70QQ1107f   7   1   7   f  22299.488  1.533e-05  3.891e-06   32   -2.183  1.403e-05 
 0.470102  OHXXX2RR1105e  10   1   5   e  28572.701  3.025e-05  2.584e-05   24   -5.770  1.935e-06 
 0.470107  OHXXX2RR1105f  10   1   5   f  28573.147  3.018e-05  2.584e-05   24   -5.773  1.928e-06 
 0.470130  OHXX91QQ1115f   9   1  15   f  29014.281  1.930e-06  7.596e-08   64  -11.284  6.114e-11 
 0.470169  OHXX70QQ1107e   7   1   7   e  22298.086  1.538e-05  2.972e-06   32   -2.173  1.083e-05 
 0.470204  OHXX91QQ2215f   9   2  15   f  29046.716  1.324e-06  3.773e-08   60  -11.411  2.508e-11 
 0.470237  OHXXX2QQ2201f  10   2   1   f  28364.682  2.359e-04  2.276e-04    4   -4.739  7.966e-06 
 0.470242  OHXXX2QQ2201e  10   2   1   e  28364.626  2.359e-04  2.276e-04    4   -4.738  7.970e-06 
 0.470306  OHXXX2QQ1101f  10   1   1   f  28234.090  4.079e-04  3.935e-04    8   -4.091  5.267e-05 
 0.470308  OHXXX2QQ1101e  10   1   1   e  28234.073  4.080e-04  3.935e-04    8   -4.090  5.268e-05 
 0.470319  OHXX91PQ1212e   9   1  12   e  28049.322  2.817e-06  1.226e-07   52   -7.136  5.073e-09 
 0.470343  OHXX91PQ1212f   9   1  12   f  28052.350  2.901e-06  2.224e-07   52   -7.159  8.998e-09 
 0.470361  OHXXX2SR2111e  10   2  11   e  29758.862  2.408e-09  1.212e-09   44  -11.657  4.614e-13 
 0.470374  OHXX70RQ2112f   7   2  12   f  23673.284  5.064e-08  3.749e-09   48   -3.436  5.792e-09 
 0.470403  OHXX70PQ1203f   7   1   3   f  21687.668  6.761e-06  3.972e-06   16    1.306  2.346e-04 
 0.470412  OHXX70PQ1203e   7   1   3   e  21687.426  6.595e-06  3.941e-06   16    1.308  2.332e-04 
 0.470415  OHXX70PP1104e   7   1   4   e  21801.438  4.156e-04  4.752e-04   20    0.485  1.544e-02 
 0.470427  OHXX91QQ1115e   9   1  15   e  29009.851  1.958e-06  3.441e-08   64  -11.250  2.864e-11 
 0.470432  OHXX70PP1104f   7   1   4   f  21801.881  4.157e-04  4.706e-04   20    0.482  1.524e-02 
 0.470448  OHXX70RQ2112e   7   2  12   e  23675.441  6.305e-08  3.749e-09   48   -3.453  5.698e-09 
 0.470463  OHXXX2SR2111f  10   2  11   f  29757.616  9.740e-10  1.212e-09   44  -11.648  4.658e-13 
 0.470487  OHXX70SR2117e   7   2  17   e  25596.329  7.612e-08  4.339e-08   68   -4.699  2.685e-08 
 0.470539  OHXXX2RQ2107f  10   2   7   f  28934.485  4.269e-07  9.249e-08   28   -7.565  1.342e-09 
 0.470567  OHXXX2RQ2107e  10   2   7   e  28934.759  3.906e-07  9.249e-08   28   -7.567  1.339e-09 
 0.470607  OHXX70QP2108e   7   2   8   e  22570.410  3.645e-06  4.274e-06   32   -2.666  9.505e-06 
 0.470645  OHXX70OP1201e   7   1   1   e  21536.202  3.481e-06  3.585e-06    8    2.427  3.246e-04 
 0.470651  OHXX70OP1201f   7   1   1   f  21536.230  3.411e-06  3.585e-06    8    2.426  3.246e-04 
 0.470678  OHXXX2QQ2202f  10   2   2   f  28400.996  5.013e-05  3.799e-05    8   -4.919  2.221e-06 
 0.470685  OHXXX2QQ2202e  10   2   2   e  28400.900  5.016e-05  3.799e-05    8   -4.918  2.223e-06 
 0.470688  OHXX70QP2108f   7   2   8   f  22569.808  3.558e-06  4.960e-06   32   -2.662  1.108e-05 
 0.470713  OHXXX2QP2104e  10   2   4   e  28545.059  1.095e-05  1.221e-05   16   -5.633  6.985e-07 
 0.470727  OHXXX2QP2104f  10   2   4   f  28545.133  1.055e-05  1.221e-05   16   -5.634  6.981e-07 
 0.470796  OHXX91QR1215f   9   1  15   f  29014.281  1.463e-06  8.507e-07   64  -11.284  6.846e-10 
 0.470804  OHXX70SR2117f   7   2  17   f  25591.531  8.181e-08  5.069e-08   68   -4.663  3.252e-08 
 0.470810  OHXXX2RR2206e  10   2   6   e  28782.301  1.477e-05  1.229e-05   24   -6.811  3.249e-07 
 0.470813  OHXXX2RR2206f  10   2   6   f  28782.185  1.482e-05  1.229e-05   24   -6.810  3.252e-07 
 0.470859  OHXXX2QQ1102f  10   1   2   f  28286.911  1.637e-04  1.241e-04   12   -4.353  1.916e-05 
 0.470864  OHXXX2QQ1102e  10   1   2   e  28286.848  1.638e-04  1.241e-04   12   -4.352  1.917e-05 
 0.470914  OHXXX2RR1106e  10   1   6   e  28710.475  9.459e-06  7.837e-06   28   -6.453  3.457e-07 
 0.470923  OHXXX2RR1106f  10   1   6   f  28711.130  9.416e-06  7.837e-06   28   -6.458  3.440e-07 
 0.471021  OHXX91QR1215e   9   1  15   e  29009.851  1.414e-06  9.276e-07   64  -11.250  7.720e-10 
 0.471186  OHXX70RR2212f   7   2  12   f  23673.284  5.279e-05  3.654e-05   48   -3.436  5.645e-05 
 0.471202  OHXX70RR2212e   7   2  12   e  23675.441  5.274e-05  3.654e-05   48   -3.453  5.554e-05 
 0.471217  OHXX70QR1207f   7   1   7   f  22299.488  5.960e-10  4.198e-10   32   -2.183  1.513e-09 
 0.471263  OHXX70QR1207e   7   1   7   e  22298.086  4.480e-10  4.198e-10   32   -2.173  1.530e-09 
 0.471279  OHXX70RR1112e   7   1  12   e  23632.453  5.146e-05  3.562e-05   52   -3.404  6.158e-05 
 0.471314  OHXX70RR1112f   7   1  12   f  23636.371  5.141e-05  3.562e-05   52   -3.434  5.978e-05 
 0.471407  OHXXX2QQ2203f  10   2   3   f  28461.253  2.339e-05  1.393e-05   12   -5.218  9.058e-07 
 0.471415  OHXXX2QQ2203e  10   2   3   e  28461.148  2.343e-05  1.393e-05   12   -5.217  9.065e-07 
 0.471485  OHXXX2PP2201e  10   2   1   e  28364.626  6.366e-04  6.617e-04    4   -4.738  2.317e-05 
 0.471489  OHXXX2PP2201f  10   2   1   f  28364.682  6.367e-04  6.617e-04    4   -4.739  2.316e-05 
 0.471636  OHXX70QQ2208e   7   2   8   e  22570.410  5.105e-06  8.908e-07   32   -2.666  1.981e-06 
 0.471648  OHXXX2QQ1103f  10   1   3   f  28361.001  8.423e-05  5.037e-05   16   -4.720  7.182e-06 
 0.471660  OHXXX2QQ1103e  10   1   3   e  28360.851  8.442e-05  4.997e-05   16   -4.719  7.133e-06 
 0.471674  OHXX70QQ2208f   7   2   8   f  22569.808  5.076e-06  8.908e-07   32   -2.662  1.990e-06 
 0.471684  OHXX80OP1216f   8   1  16   f  27349.460  1.213e-06  1.634e-06   68   -6.832  1.199e-07 
 0.471798  OHXX70QQ1108f   7   1   8   f  22516.767  1.185e-05  2.425e-06   36   -2.606  6.443e-06 
 0.471839  OHXX70PQ1204f   7   1   4   f  21801.881  5.760e-06  2.734e-06   20    0.482  8.855e-05 
 0.471848  OHXX70PQ1204e   7   1   4   e  21801.438  5.602e-06  2.541e-06   20    0.485  8.257e-05 
 0.471859  OHXXX2RR2207e  10   2   7   e  28934.759  1.386e-06  1.124e-06   28   -7.567  1.628e-08 
 0.471860  OHXXX2RR2207f  10   2   7   f  28934.485  1.403e-06  1.124e-06   28   -7.565  1.631e-08 
 0.471892  OHXX70PP2205f   7   2   5   f  22015.799  4.568e-04  5.354e-04   20   -0.929  4.229e-03 
 0.471900  OHXX70PP2205e   7   2   5   e  22015.739  4.567e-04  5.354e-04   20   -0.929  4.230e-03 
 0.471907  OHXX70QQ1108e   7   1   8   e  22514.942  1.190e-05  1.735e-06   36   -2.593  4.675e-06 
 0.471986  OHXXX2RR1107e  10   1   7   e  28869.316  3.167e-07  2.521e-07   32   -7.241  5.780e-09 
 0.471994  OHXXX2RQ2108f  10   2   8   f  29108.684  5.395e-07  9.228e-08   32   -8.429  6.449e-10 
 0.472001  OHXXX2RR1107f  10   1   7   f  28870.215  3.086e-07  2.521e-07   32   -7.248  5.741e-09 
 0.472009  OHXX80OP1216e   8   1  16   e  27343.753  1.212e-06  2.504e-06   68   -6.789  1.918e-07 
 0.472030  OHXXX2RQ2108e  10   2   8   e  29109.153  4.991e-07  9.228e-08   32   -8.433  6.426e-10 
 0.472033  OHXXX2PP1101e  10   1   1   e  28234.073  4.384e-04  4.557e-04    8   -4.090  6.100e-05 
 0.472037  OHXXX2PP1101f  10   1   1   f  28234.090  4.385e-04  4.557e-04    8   -4.091  6.099e-05 
 0.472208  OHXXX2QP2105e  10   2   5   e  28652.251  1.170e-05  1.342e-05   20   -6.165  5.641e-07 
 0.472233  OHXXX2QP2105f  10   2   5   f  28652.251  1.126e-05  1.342e-05   20   -6.165  5.641e-07 
 0.472283  OHXX70PP1105e   7   1   5   e  21941.221  4.445e-04  5.327e-04   24   -0.466  8.021e-03 
 0.472307  OHXX70PP1105f   7   1   5   f  21941.927  4.446e-04  5.095e-04   24   -0.472  7.630e-03 
 0.472327  OHXX91OP1210f   9   1  10   f  27513.123  6.209e-06  7.743e-06   44   -4.846  2.677e-06 
 0.472371  OHXX70OP1202e   7   1   2   e  21599.075  4.854e-06  5.144e-06   12    1.959  4.378e-04 
 0.472373  OHXX70OP1202f   7   1   2   f  21599.180  4.746e-06  5.144e-06   12    1.958  4.375e-04 
 0.472419  OHXXX2QQ2204f  10   2   4   f  28545.133  1.431e-05  6.698e-06   16   -5.634  3.831e-07 
 0.472425  OHXXX2QQ2204e  10   2   4   e  28545.059  1.436e-05  6.698e-06   16   -5.633  3.833e-07 
 0.472451  OHXX91OP1210e   9   1  10   e  27510.955  6.375e-06  9.631e-06   44   -4.830  3.385e-06 
 0.472481  OHXX70RQ2113f   7   2  13   f  24010.951  2.639e-08  1.588e-09   52   -3.652  2.141e-09 
 0.472565  OHXX70RQ2113e   7   2  13   e  24013.588  3.505e-08  1.588e-09   52   -3.672  2.099e-09 
 0.472642  OHXX70QP2109e   7   2   9   e  22808.486  3.242e-06  3.847e-06   36   -2.876  7.804e-06 
 0.472686  OHXXX2QQ1104f  10   1   4   f  28456.413  4.956e-05  2.405e-05   20   -5.194  2.669e-06 
 0.472707  OHXXX2QQ1104e  10   1   4   e  28456.136  4.974e-05  2.235e-05   20   -5.192  2.486e-06 
 0.472747  OHXX70QP2109f   7   2   9   f  22807.560  3.171e-06  4.622e-06   36   -2.869  9.443e-06 
 0.472752  OHXXX2PP2202e  10   2   2   e  28400.900  6.772e-04  7.250e-04    8   -4.918  4.242e-05 
 0.472756  OHXXX2PP2202f  10   2   2   f  28400.996  6.774e-04  7.250e-04    8   -4.919  4.239e-05 
 0.472832  OHXX70QR1208f   7   1   8   f  22516.767  2.500e-10  2.470e-10   36   -2.606  6.563e-10 
 0.472898  OHXX70QR1208e   7   1   8   e  22514.942  3.830e-10  2.470e-10   36   -2.593  6.654e-10 
 0.472999  OHXX70SR2118e   7   2  18   e  26046.248  5.333e-08  2.936e-08   72   -4.991  1.437e-08 
 0.473143  OHXXX2QR1201e  10   1   1   e  28234.073  9.512e-06  9.136e-06    8   -4.090  1.223e-06 
 0.473146  OHXXX2QR1201f  10   1   1   f  28234.090  9.478e-06  9.136e-06    8   -4.091  1.223e-06 
 0.473186  OHXXX2RR2208f  10   2   8   f  29108.684  2.081e-06  1.637e-06   32   -8.429  1.144e-08 
 0.473188  OHXXX2RR2208e  10   2   8   e  29109.153  2.100e-06  1.637e-06   32   -8.433  1.140e-08 
 0.473220  OHXXX2QR1202e  10   1   2   e  28286.848  4.233e-06  3.950e-06   12   -4.352  6.105e-07 
 0.473224  OHXXX2QR1202f  10   1   2   f  28286.911  4.223e-06  3.950e-06   12   -4.353  6.102e-07 
 0.473250  OHXX70RR2213f   7   2  13   f  24010.951  3.867e-05  2.621e-05   52   -3.652  3.534e-05 
 0.473271  OHXX70RR2213e   7   2  13   e  24013.588  3.863e-05  2.575e-05   52   -3.672  3.404e-05 
 0.473304  OHXXX2PP1102e  10   1   2   e  28286.848  5.956e-04  6.377e-04   12   -4.352  9.855e-05 
 0.473311  OHXXX2PP1102f  10   1   2   f  28286.911  5.959e-04  6.377e-04   12   -4.353  9.850e-05 
 0.473327  OHXXX2RR1108e  10   1   8   e  29049.003  3.781e-06  2.971e-06   36   -8.132  3.143e-08 
 0.473342  OHXX70RR1113e   7   1  13   e  23972.451  3.762e-05  2.549e-05   56   -3.621  3.819e-05 
 0.473348  OHXXX2RR1108f  10   1   8   f  29050.179  3.808e-06  2.971e-06   36   -8.141  3.115e-08 
 0.473356  OHXX91PP2213f   9   2  13   f  28390.555  8.792e-04  1.546e-03   52   -8.600  1.480e-05 
 0.473356  OHXX70SR2118f   7   2  18   f  26040.871  5.891e-08  3.550e-08   72   -4.951  1.809e-08 
 0.473384  OHXX70RR1113f   7   1  13   f  23976.969  3.757e-05  2.504e-05   56   -3.655  3.626e-05 
 0.473418  OHXX91PP2213e   9   2  13   e  28392.684  8.785e-04  1.120e-03   52   -8.616  1.055e-05 
 0.473422  OHXX91QP2116e   9   2  16   e  29407.012  3.847e-06  5.031e-06   64  -12.965  7.536e-10 
 0.473550  OHXX70PQ1205f   7   1   5   f  21941.927  4.880e-06  1.870e-06   24   -0.472  2.801e-05 
 0.473559  OHXX70PQ1205e   7   1   5   e  21941.221  4.736e-06  1.628e-06   24   -0.466  2.452e-05 
 0.473566  OHXX91PP1113e   9   1  13   e  28349.660  8.699e-04  1.528e-03   56   -8.422  1.882e-05 
 0.473592  OHXX70QQ2209e   7   2   9   e  22808.486  4.386e-06  5.994e-07   36   -2.876  1.216e-06 
 0.473649  OHXXX2QR1203e  10   1   3   e  28360.851  2.192e-06  1.992e-06   16   -4.719  2.844e-07 
 0.473650  OHXX70QQ2209f   7   2   9   f  22807.560  4.357e-06  5.994e-07   36   -2.869  1.225e-06 
 0.473651  OHXXX2QR1203f  10   1   3   f  28361.001  2.200e-06  1.992e-06   16   -4.720  2.840e-07 
 0.473667  OHXX91PP1113f   9   1  13   f  28353.145  8.692e-04  1.107e-03   56   -8.449  1.328e-05 
 0.473706  OHXXX2RQ2109f  10   2   9   f  29304.290  6.422e-07  8.658e-08   36   -9.399  2.580e-10 
 0.473710  OHXXX2QQ2205f  10   2   5   f  28652.251  1.007e-05  3.706e-06   20   -6.165  1.557e-07 
 0.473711  OHXXX2QQ2205e  10   2   5   e  28652.251  1.013e-05  3.706e-06   20   -6.165  1.557e-07 
 0.473723  OHXX91QP2116f   9   2  16   f  29403.635  3.810e-06  7.708e-06   64  -12.940  1.185e-09 
 0.473740  OHXX70QQ1109f   7   1   9   f  22759.424  9.436e-06  1.555e-06   40   -2.844  3.621e-06 
 0.473751  OHXXX2RQ2109e  10   2   9   e  29304.989  5.986e-07  8.658e-08   36   -9.405  2.566e-10 
 0.473877  OHXX70QQ1109e   7   1   9   e  22757.131  9.475e-06  1.042e-06   40   -2.826  2.470e-06 
 0.473933  OHXXX2QP2106e  10   2   6   e  28782.301  1.188e-05  1.348e-05   24   -6.811  3.565e-07 
 0.473970  OHXXX2QP2106f  10   2   6   f  28782.185  1.143e-05  1.459e-05   24   -6.810  3.863e-07 
 0.473979  OHXXX2QQ1105f  10   1   5   f  28573.147  3.190e-05  1.255e-05   24   -5.773  9.363e-07 
 0.474013  OHXXX2QQ1105e  10   1   5   e  28572.701  3.206e-05  1.092e-05   24   -5.770  8.179e-07 
 0.474033  OHXX70PP2206f   7   2   6   f  22173.456  4.804e-04  6.031e-04   24   -1.737  2.549e-03 
 0.474045  OHXX70PP2206e   7   2   6   e  22173.560  4.803e-04  5.571e-04   24   -1.738  2.352e-03 
 0.474069  OHXX91QQ2216e   9   2  16   e  29407.012  8.555e-07  1.852e-08   64  -12.965  2.774e-12 
 0.474178  OHXX91QQ1116f   9   1  16   f  29373.332  1.094e-06  3.424e-08   68  -12.823  6.279e-12 
 0.474274  OHXX91PQ1213e   9   1  13   e  28349.660  2.181e-06  7.069e-08   56   -8.422  8.705e-10 
 0.474293  OHXX91QQ2216f   9   2  16   f  29403.635  8.344e-07  1.852e-08   64  -12.940  2.846e-12 
 0.474301  OHXXX2PP2203e  10   2   3   e  28461.148  7.440e-04  8.203e-04   12   -5.217  5.339e-05 
 0.474303  OHXXX2PP2203f  10   2   3   f  28461.253  7.443e-04  8.203e-04   12   -5.218  5.335e-05 
 0.474306  OHXX91PQ1213f   9   1  13   f  28353.145  2.244e-06  1.369e-07   56   -8.449  1.642e-09 
 0.474382  OHXX70PP1106e   7   1   6   e  22106.795  4.720e-04  5.926e-04   28   -1.427  3.984e-03 
 0.474395  OHXX70OP1203f   7   1   3   f  21687.668  5.091e-06  5.685e-06   16    1.306  3.358e-04 
 0.474401  OHXX70OP1203e   7   1   3   e  21687.426  5.206e-06  5.685e-06   16    1.308  3.364e-04 
 0.474405  OHXXX2PQ1201f  10   1   1   f  28234.090  1.473e-05  1.413e-05    8   -4.091  1.892e-06 
 0.474410  OHXXX2PQ1201e  10   1   1   e  28234.073  1.457e-05  1.413e-05    8   -4.090  1.892e-06 
 0.474412  OHXXX2QR1204f  10   1   4   f  28456.413  1.377e-06  1.206e-06   20   -5.194  1.339e-07 
 0.474412  OHXX70PP1106f   7   1   6   f  22107.822  4.720e-04  5.474e-04   28   -1.434  3.652e-03 
 0.474414  OHXXX2QR1204e  10   1   4   e  28456.136  1.362e-06  1.206e-06   20   -5.192  1.342e-07 
 0.474515  OHXX91QQ1116e   9   1  16   e  29368.424  1.114e-06  1.453e-08   68  -12.786  2.765e-12 
 0.474695  OHXX70QR1209f   7   1   9   f  22759.424  8.530e-10  7.439e-10   40   -2.844  1.732e-09 
